N,seed,probe_idx,class,baseline_correct,a1_success,a1_retrieved,a1_pixel_i,a1_pixel_j,a1_pixel_val,a1_l2,a1_cosine_delta,a2_success,a2_retrieved,a2_pixel_i,a2_pixel_j,a2_channel,a2_pixel_val,a2_l2,a2_cosine_delta,b1_success,b1_retrieved,b2_success,b2_retrieved,cos_raw,cos_proc
500,43,220,Deer,0,1,200,19,17,1.0,0.9255,-0.00141,1,200,20,20,G,1.0,0.5225,-0.000732,0,45,0,45,0.83438,-0.00126
500,43,75,Automobile,0,1,142,23,13,1.0,1.0,-0.001286,1,142,23,13,G,1.0,0.587,-0.000665,0,46,0,46,0.83438,-0.00126
500,43,85,Automobile,0,1,169,20,28,1.0,0.9686,-0.001976,1,169,20,28,G,1.0,0.5686,-0.001058,0,47,0,47,0.83438,-0.00126
500,43,164,Cat,1,0,164,15,17,0.0,0.9865,-0.000317,0,164,15,17,G,0.0,0.5824,-0.000177,0,48,0,48,0.83438,-0.00126
500,43,260,Dog,0,1,142,9,10,1.0,0.9763,-0.000559,1,142,9,10,G,1.0,0.5686,-0.000286,0,49,0,49,0.83438,-0.00126
500,44,177,Cat,1,0,177,0,4,1.0,0.7387,-0.002028,0,177,0,4,G,1.0,0.442,-0.001029,0,0,0,0,0.8308,-0.0018
500,44,320,Frog,0,1,330,20,14,0.0,0.728,-0.000612,1,330,20,14,G,0.0,0.4374,-0.000344,0,1,0,1,0.8308,-0.0018
500,44,53,Automobile,1,0,53,0,27,0.0,0.928,-0.000966,0,53,0,27,G,0.0,0.5525,-0.000436,0,2,0,2,0.8308,-0.0018
500,44,241,Deer,1,0,241,23,12,0.0,0.9164,-0.002347,0,241,23,12,G,0.0,0.5479,-0.001217,0,3,0,3,0.8308,-0.0018
500,44,103,Bird,1,0,103,3,14,0.0,0.7791,-0.01784,0,103,3,14,G,0.0,0.4512,-0.006653,0,4,0,4,0.8308,-0.0018
500,44,380,Horse,1,0,380,16,10,1.0,0.9409,-0.004025,0,380,16,10,G,1.0,0.5617,-0.001846,0,5,0,5,0.8308,-0.0018
500,44,10,Airplane,1,0,10,12,0,0.0,0.8694,-0.004559,0,10,12,0,G,0.0,0.5133,-0.001967,0,6,0,6,0.8308,-0.0018
500,44,189,Cat,1,0,189,22,8,0.0,0.9886,-0.00522,0,189,22,8,G,0.0,0.5824,-0.002566,0,7,0,7,0.8308,-0.0018
500,44,447,Ship,1,0,447,24,1,0.0,0.9713,-0.003729,0,447,24,1,G,0.0,0.5709,-0.001758,0,8,0,8,0.8308,-0.0018
500,44,421,Ship,1,0,421,4,19,1.0,0.8793,-0.002998,0,421,4,19,G,1.0,0.5271,-0.001559,0,9,0,9,0.8308,-0.0018
500,44,448,Ship,1,0,448,17,17,0.0,0.8245,-0.013872,0,448,17,17,G,0.0,0.4903,-0.005716,0,10,0,10,0.8308,-0.0018
500,44,243,Deer,0,1,432,8,19,0.0,0.7263,-0.001029,1,432,8,18,G,0.0,0.4282,-0.000547,0,11,0,11,0.8308,-0.0018
500,44,399,Horse,1,0,399,4,24,0.0,0.9093,-0.001486,0,399,4,24,G,0.0,0.5271,-0.00065,0,12,0,12,0.8308,-0.0018
500,44,158,Cat,1,0,158,25,0,1.0,1.0,-0.002944,0,158,25,0,G,1.0,0.587,-0.001411,0,13,0,13,0.8308,-0.0018
500,44,75,Automobile,1,0,75,20,30,0.0,0.8086,-0.001994,0,75,20,30,G,0.0,0.4857,-0.000973,0,14,0,14,0.8308,-0.0018
500,44,128,Bird,1,0,128,31,30,1.0,0.9171,-0.00389,0,128,31,30,G,1.0,0.5341,-0.001544,0,15,0,15,0.8308,-0.0018
500,44,326,Frog,1,0,326,21,24,1.0,0.9322,-0.002449,0,326,21,24,G,1.0,0.5502,-0.001045,0,16,0,16,0.8308,-0.0018
500,44,234,Deer,1,0,234,5,1,1.0,0.7742,-0.004532,0,234,5,1,G,1.0,0.465,-0.002362,0,17,0,17,0.8308,-0.0018
500,44,474,Truck,1,0,474,0,12,1.0,0.7713,-0.001103,0,474,0,12,G,1.0,0.442,-0.000522,0,18,0,18,0.8308,-0.0018
500,44,445,Ship,1,0,445,16,29,0.0,0.9381,-0.002833,0,445,23,3,G,0.0,0.5248,-0.001301,0,19,0,19,0.8308,-0.0018
500,44,255,Dog,1,0,255,9,12,0.0,0.9807,-0.009748,0,255,9,12,G,0.0,0.5709,-0.004514,0,20,0,20,0.8308,-0.0018
500,44,300,Frog,1,0,300,20,14,1.0,0.869,-0.006564,0,300,23,31,G,1.0,0.4949,-0.00286,0,21,0,21,0.8308,-0.0018
500,44,330,Frog,1,0,330,18,19,1.0,1.0,-0.00035,0,330,18,19,G,1.0,0.587,-0.000192,0,22,0,22,0.8308,-0.0018
500,44,270,Dog,1,0,270,10,28,1.0,0.9253,-0.003748,0,270,10,28,G,1.0,0.5502,-0.001629,0,23,0,23,0.8308,-0.0018
500,44,397,Horse,1,0,397,7,2,1.0,0.8446,-0.00112,0,397,7,2,G,1.0,0.5202,-0.000551,0,24,0,24,0.8308,-0.0018
500,44,152,Cat,1,0,152,18,28,0.0,0.7539,-0.004113,0,152,6,1,G,0.0,0.3591,-0.001856,0,25,0,25,0.8308,-0.0018
500,44,346,Frog,0,1,330,19,18,0.0,0.7239,-0.001152,1,330,13,1,G,0.0,0.4236,-0.000682,0,26,0,26,0.8308,-0.0018
500,44,322,Frog,1,0,322,31,10,1.0,0.8237,-0.001181,0,322,31,10,G,1.0,0.5225,-0.000623,0,27,0,27,0.8308,-0.0018
500,44,340,Frog,1,0,340,7,31,0.0,0.7926,-0.009264,0,340,7,31,G,0.0,0.4719,-0.004589,0,28,0,28,0.8308,-0.0018
500,44,24,Airplane,1,0,24,15,12,0.0,0.9174,-0.005092,0,24,15,12,G,0.0,0.5364,-0.002246,0,29,0,29,0.8308,-0.0018
500,44,143,Bird,1,0,143,28,17,1.0,0.9539,-0.002347,0,143,28,17,G,1.0,0.5617,-0.001032,0,30,0,30,0.8308,-0.0018
500,44,469,Truck,1,0,469,11,19,0.0,0.8874,-0.003851,0,469,11,21,G,0.0,0.5087,-0.001875,0,31,0,31,0.8308,-0.0018
500,44,477,Truck,1,0,477,18,2,1.0,0.8093,-0.005761,0,477,18,2,G,1.0,0.4926,-0.002951,0,32,0,32,0.8308,-0.0018
500,44,281,Dog,1,0,281,6,30,1.0,0.678,-0.002895,0,281,6,30,G,1.0,0.4005,-0.001418,0,33,0,33,0.8308,-0.0018
500,44,20,Airplane,1,0,20,29,16,0.0,0.9065,-0.007018,0,20,29,16,G,0.0,0.541,-0.003507,0,34,0,34,0.8308,-0.0018
500,44,425,Ship,1,0,425,22,2,1.0,0.9907,-0.001795,0,425,20,30,G,1.0,0.5709,-0.000947,0,35,0,35,0.8308,-0.0018
500,44,185,Cat,0,1,388,4,17,0.0,0.8609,-0.003534,1,388,4,17,G,0.0,0.4995,-0.001835,0,36,0,36,0.8308,-0.0018
500,44,488,Truck,1,0,488,24,5,1.0,0.8973,-0.005964,0,488,24,5,G,1.0,0.5364,-0.002626,0,37,0,37,0.8308,-0.0018
500,44,188,Cat,1,0,188,29,22,1.0,0.9513,-0.00564,0,188,29,22,G,1.0,0.5594,-0.002781,0,38,0,38,0.8308,-0.0018
500,44,451,Truck,1,0,451,31,0,0.0,0.9729,-0.003762,0,451,31,0,G,0.0,0.5709,-0.001688,0,39,0,39,0.8308,-0.0018
500,44,294,Dog,1,0,294,25,30,0.0,0.8431,-0.002424,0,294,25,30,G,0.0,0.4949,-0.001276,0,40,0,40,0.8308,-0.0018
500,44,430,Ship,1,0,430,24,19,1.0,0.8814,-0.002205,0,430,23,19,G,1.0,0.5018,-0.000952,0,41,0,41,0.8308,-0.0018
500,44,57,Automobile,1,0,57,17,28,0.0,0.9707,-0.00882,0,57,17,28,G,0.0,0.5801,-0.004286,0,42,0,42,0.8308,-0.0018
500,44,173,Cat,1,0,173,22,8,0.0,0.7406,-0.005136,0,173,22,8,G,0.0,0.4282,-0.002374,0,43,0,43,0.8308,-0.0018
500,44,83,Automobile,1,0,83,19,31,1.0,0.9313,-0.002767,0,83,19,31,G,1.0,0.5387,-0.001272,0,44,0,44,0.8308,-0.0018
500,44,334,Frog,0,1,330,23,18,1.0,0.9837,-0.001455,1,330,23,18,G,1.0,0.5801,-0.000752,0,45,0,45,0.8308,-0.0018
500,44,118,Bird,0,1,432,19,24,0.0,0.7887,-0.016835,1,432,19,24,G,0.0,0.4489,-0.007555,0,46,0,46,0.8308,-0.0018
500,44,65,Automobile,1,0,65,24,27,0.0,0.857,-0.007739,0,65,24,27,G,0.0,0.4949,-0.003542,0,47,0,47,0.8308,-0.0018
500,44,273,Dog,1,0,273,15,26,1.0,0.9094,-0.002259,0,273,0,31,G,0.0,0.4512,-0.000781,0,48,0,48,0.8308,-0.0018
500,44,423,Ship,1,0,423,20,5,1.0,0.7678,-0.001213,0,423,20,5,G,1.0,0.4397,-0.000631,0,49,0,49,0.8308,-0.0018
500,45,137,Bird,1,1,335,15,15,1.0,0.9099,-0.015801,1,335,15,16,G,1.0,0.5295,-0.006858,0,0,0,0,0.83305,-0.00115
500,45,158,Cat,1,0,158,3,24,0.0,0.9925,-0.000894,0,158,3,24,G,0.0,0.5824,-0.000396,0,1,0,1,0.83305,-0.00115
500,45,488,Truck,1,0,488,9,30,1.0,0.7497,-0.002823,0,488,9,30,G,1.0,0.4144,-0.001375,0,2,0,2,0.83305,-0.00115
500,45,39,Airplane,1,0,39,18,30,1.0,0.8919,-0.001655,0,39,18,30,G,1.0,0.5387,-0.00092,0,3,0,3,0.83305,-0.00115
500,45,154,Cat,0,1,250,1,3,1.0,0.8845,-0.003857,1,250,1,3,G,1.0,0.5179,-0.00202,0,4,0,4,0.83305,-0.00115
500,45,478,Truck,1,0,478,27,19,1.0,0.8008,-0.006441,0,478,24,8,G,1.0,0.4719,-0.003147,0,5,0,5,0.83305,-0.00115
500,45,421,Ship,1,0,421,11,8,1.0,0.8513,-0.005156,0,421,11,8,G,1.0,0.4995,-0.002438,0,6,0,6,0.83305,-0.00115
500,45,56,Automobile,1,0,56,7,15,0.0,0.9814,-0.008187,0,56,7,15,G,0.0,0.5732,-0.003661,0,7,0,7,0.83305,-0.00115
500,45,16,Airplane,0,1,39,17,0,1.0,0.944,-0.010477,1,39,17,0,G,1.0,0.5548,-0.005023,0,8,0,8,0.83305,-0.00115
500,45,168,Cat,1,1,250,9,14,1.0,0.9603,-0.002148,0,168,9,14,G,1.0,0.5686,-0.001165,0,9,0,9,0.83305,-0.00115
500,45,424,Ship,1,1,306,18,25,0.0,0.9152,-0.005743,0,424,18,25,G,0.0,0.5341,-0.002872,0,10,0,10,0.83305,-0.00115
500,45,264,Dog,1,0,264,7,0,0.0,0.6825,-0.005473,0,264,7,0,G,0.0,0.4282,-0.00296,0,11,0,11,0.83305,-0.00115
500,45,302,Frog,1,0,302,2,28,0.0,0.8242,-0.009284,0,302,2,29,G,0.0,0.5018,-0.004145,0,12,0,12,0.83305,-0.00115
500,45,129,Bird,0,1,250,7,23,1.0,0.8859,-0.008843,1,250,7,23,G,1.0,0.5271,-0.004557,0,13,0,13,0.83305,-0.00115
500,45,315,Frog,1,0,315,2,0,0.0,0.7412,-0.005552,0,315,2,0,G,0.0,0.4351,-0.002677,0,14,0,14,0.83305,-0.00115
500,45,7,Airplane,1,0,7,15,0,1.0,0.9147,-0.00356,0,7,15,0,G,1.0,0.5341,-0.001787,0,15,0,15,0.83305,-0.00115
500,45,91,Automobile,0,1,84,7,3,0.0,0.9648,-0.007391,1,84,7,3,G,0.0,0.5732,-0.003893,0,16,0,16,0.83305,-0.00115
500,45,205,Deer,1,0,205,21,17,1.0,0.8498,-0.008105,0,205,21,4,G,0.0,0.4466,-0.003851,0,17,0,17,0.83305,-0.00115
500,45,408,Ship,1,0,408,30,24,0.0,0.9341,-0.001723,0,408,30,24,G,0.0,0.5709,-0.000871,0,18,0,18,0.83305,-0.00115
500,45,85,Automobile,1,0,85,1,17,1.0,0.8413,-0.000287,0,85,1,17,G,1.0,0.4995,-0.000137,0,19,0,19,0.83305,-0.00115
500,45,37,Airplane,0,1,250,3,20,1.0,0.8409,-0.002429,1,250,3,20,G,1.0,0.5018,-0.001339,0,20,0,20,0.83305,-0.00115
500,45,122,Bird,0,1,250,4,4,1.0,0.8999,-0.000812,1,250,4,4,G,1.0,0.5225,-0.000443,0,21,0,21,0.83305,-0.00115
500,45,427,Ship,1,0,427,18,4,1.0,0.9876,-0.002377,0,427,18,4,G,1.0,0.5778,-0.001109,0,22,0,22,0.83305,-0.00115
500,45,221,Deer,1,0,221,7,11,1.0,0.8712,-0.020564,0,221,8,16,G,0.0,0.419,-0.007794,0,23,0,23,0.83305,-0.00115
500,45,464,Truck,1,0,464,20,18,1.0,0.9433,-0.007159,0,464,20,18,G,1.0,0.5525,-0.003211,0,24,0,24,0.83305,-0.00115
500,45,431,Ship,1,0,431,23,24,1.0,0.9772,-0.004302,0,431,23,24,G,1.0,0.5709,-0.001806,0,25,0,25,0.83305,-0.00115
500,45,127,Bird,1,0,127,29,30,1.0,0.9419,-0.004811,0,127,3,19,G,1.0,0.4995,-0.002394,0,26,0,26,0.83305,-0.00115
500,45,155,Cat,1,0,155,18,5,0.0,0.9182,-0.004586,0,155,18,5,G,0.0,0.541,-0.002213,0,27,0,27,0.83305,-0.00115
500,45,26,Airplane,1,0,26,7,0,0.0,0.9259,-0.00392,0,26,7,0,G,0.0,0.5548,-0.00177,0,28,0,28,0.83305,-0.00115
500,45,108,Bird,0,1,304,24,19,1.0,1.0,-0.000716,1,304,16,22,G,0.0,0.5133,-0.00038,0,29,0,29,0.83305,-0.00115
500,45,4,Airplane,1,0,4,3,30,1.0,0.814,-0.003541,0,4,3,30,G,1.0,0.4811,-0.001835,0,30,0,30,0.83305,-0.00115
500,45,419,Ship,0,1,250,15,5,1.0,0.843,-0.001178,1,250,15,5,G,1.0,0.4811,-0.000608,0,31,0,31,0.83305,-0.00115
500,45,36,Airplane,1,0,36,24,8,1.0,0.8432,-0.001686,0,36,24,8,G,1.0,0.4949,-0.000876,0,32,0,32,0.83305,-0.00115
500,45,318,Frog,0,1,304,5,14,0.0,0.7279,-0.000976,1,304,5,14,G,0.0,0.4351,-0.00055,0,33,0,33,0.83305,-0.00115
500,45,118,Bird,1,0,118,5,7,1.0,0.986,-0.000714,0,118,5,7,G,1.0,0.5778,-0.000312,0,34,0,34,0.83305,-0.00115
500,45,119,Bird,1,0,119,31,31,1.0,0.9005,-0.018785,0,119,31,31,G,1.0,0.5202,-0.007775,0,35,0,35,0.83305,-0.00115
500,45,31,Airplane,1,0,31,2,25,0.0,0.7758,-0.004552,0,31,2,25,G,0.0,0.4558,-0.002123,0,36,0,36,0.83305,-0.00115
500,45,364,Horse,1,0,364,9,29,1.0,0.9575,-0.008885,0,364,9,29,G,1.0,0.5594,-0.004112,0,37,0,37,0.83305,-0.00115
500,45,139,Bird,0,1,146,16,9,1.0,0.9353,-0.001092,1,146,16,9,G,1.0,0.5594,-0.000547,0,38,0,38,0.83305,-0.00115
500,45,369,Horse,1,0,369,19,30,1.0,0.8964,-0.003066,0,369,19,30,G,1.0,0.5202,-0.001433,0,39,0,39,0.83305,-0.00115
500,45,17,Airplane,1,0,17,1,8,1.0,0.9122,-0.002887,0,17,1,8,G,1.0,0.5202,-0.001368,0,40,0,40,0.83305,-0.00115
500,45,147,Bird,1,0,147,9,30,1.0,0.9496,-0.002802,0,147,9,30,G,1.0,0.5594,-0.001396,0,41,0,41,0.83305,-0.00115
500,45,459,Truck,1,1,412,22,26,1.0,0.9246,-0.002468,1,412,22,26,G,1.0,0.5571,-0.001329,0,42,0,42,0.83305,-0.00115
500,45,487,Truck,1,0,487,10,3,0.0,0.8233,-0.003064,0,487,10,3,G,0.0,0.4926,-0.001389,0,43,0,43,0.83305,-0.00115
500,45,143,Bird,1,0,143,13,14,1.0,0.9304,-0.003756,0,143,13,14,G,1.0,0.5456,-0.001782,0,44,0,44,0.83305,-0.00115
500,45,83,Automobile,1,0,83,23,6,0.0,0.7325,-0.004189,0,83,7,7,G,1.0,0.4121,-0.001732,0,45,0,45,0.83305,-0.00115
500,45,54,Automobile,1,0,54,28,28,1.0,0.9791,-0.002004,0,54,28,28,G,1.0,0.5778,-0.001079,0,46,0,46,0.83305,-0.00115
500,45,101,Bird,0,1,146,31,22,0.0,0.8673,-0.002234,1,146,31,22,G,0.0,0.5064,-0.001179,0,47,0,47,0.83305,-0.00115
500,45,256,Dog,0,1,304,15,16,1.0,0.9456,-0.003856,1,304,10,30,G,0.0,0.3936,-0.001898,0,48,0,48,0.83305,-0.00115
500,45,333,Frog,0,1,304,13,23,0.0,0.8393,-0.002844,1,304,13,23,G,0.0,0.5064,-0.001544,0,49,0,49,0.83305,-0.00115
500,46,94,Automobile,0,1,166,27,30,0.0,0.7979,-0.002099,1,166,27,30,G,0.0,0.4765,-0.001165,0,0,0,0,0.83671,-0.00158
500,46,321,Frog,1,0,321,7,26,1.0,0.8545,-0.003034,0,321,26,12,G,1.0,0.3959,-0.001335,0,1,0,1,0.83671,-0.00158
500,46,289,Dog,1,0,289,17,8,0.0,0.9755,-0.002209,0,289,26,19,G,1.0,0.4581,-0.001061,0,2,0,2,0.83671,-0.00158
500,46,66,Automobile,1,0,66,11,0,0.0,0.7731,-0.005148,0,66,11,0,G,0.0,0.4535,-0.002541,0,3,0,3,0.83671,-0.00158
500,46,275,Dog,1,0,275,31,0,0.0,0.9877,-0.007184,0,275,31,0,G,0.0,0.5801,-0.003354,0,4,0,4,0.83671,-0.00158
500,46,38,Airplane,1,0,38,15,1,0.0,0.9421,-0.006644,0,38,15,1,G,0.0,0.5525,-0.002814,0,5,0,5,0.83671,-0.00158
500,46,391,Horse,1,0,391,5,17,1.0,0.926,-0.002874,0,391,5,17,G,1.0,0.5548,-0.001383,0,6,0,6,0.83671,-0.00158
500,46,392,Horse,1,0,392,29,0,0.0,0.7969,-0.009838,0,392,5,29,G,0.0,0.4558,-0.004899,0,7,0,7,0.83671,-0.00158
500,46,269,Dog,1,0,269,24,17,0.0,0.8361,-0.013122,0,269,24,17,G,0.0,0.4995,-0.00559,0,8,0,8,0.83671,-0.00158
500,46,174,Cat,1,0,174,9,27,1.0,0.9946,-0.00075,0,174,9,27,G,1.0,0.587,-0.000347,0,9,0,9,0.83671,-0.00158
500,46,343,Frog,0,1,301,2,2,0.0,0.7394,-0.009725,1,301,2,2,G,0.0,0.465,-0.005367,0,10,0,10,0.83671,-0.00158
500,46,350,Horse,1,0,350,4,23,1.0,0.9076,-0.004884,0,350,4,23,G,1.0,0.5433,-0.002487,0,11,0,11,0.83671,-0.00158
500,46,398,Horse,1,0,398,6,24,0.0,0.9999,-0.004689,0,398,6,24,G,0.0,0.587,-0.002255,0,12,0,12,0.83671,-0.00158
500,46,287,Dog,1,0,287,7,2,0.0,0.8774,-0.003336,0,287,7,2,G,0.0,0.5295,-0.001632,0,13,0,13,0.83671,-0.00158
500,46,85,Automobile,1,0,85,11,31,1.0,0.8562,-0.003403,0,85,11,31,G,1.0,0.5617,-0.00186,0,14,0,14,0.83671,-0.00158
500,46,419,Ship,1,0,419,14,20,1.0,0.9034,-0.003085,0,419,14,20,G,1.0,0.5225,-0.001572,0,15,0,15,0.83671,-0.00158
500,46,22,Airplane,1,0,22,16,0,1.0,0.8768,-0.00488,0,22,16,0,G,1.0,0.511,-0.002428,0,16,0,16,0.83671,-0.00158
500,46,482,Truck,1,0,482,6,4,1.0,0.8628,-0.002598,0,482,6,4,G,1.0,0.5479,-0.001335,0,17,0,17,0.83671,-0.00158
500,46,73,Automobile,1,0,73,0,26,0.0,0.931,-0.006575,0,73,0,26,G,0.0,0.541,-0.002798,0,18,0,18,0.83671,-0.00158
500,46,40,Airplane,0,1,19,19,17,1.0,0.8554,-0.003104,1,19,19,17,G,1.0,0.4926,-0.001534,0,19,0,19,0.83671,-0.00158
500,46,299,Dog,1,0,299,6,12,0.0,0.9434,-0.010495,0,299,6,12,G,0.0,0.5502,-0.004756,0,20,0,20,0.83671,-0.00158
500,46,352,Horse,1,0,352,14,9,1.0,0.8181,-0.000889,0,352,14,9,G,1.0,0.4949,-0.000439,0,21,0,21,0.83671,-0.00158
500,46,404,Ship,1,0,404,10,18,1.0,0.8773,-0.008391,0,404,10,18,G,1.0,0.5156,-0.003575,0,22,0,22,0.83671,-0.00158
500,46,377,Horse,1,0,377,1,31,0.0,0.899,-0.00316,0,377,1,31,G,0.0,0.5364,-0.001544,0,23,0,23,0.83671,-0.00158
500,46,319,Frog,1,0,319,7,5,1.0,0.9195,-0.002518,0,319,7,5,G,1.0,0.5295,-0.001252,0,24,0,24,0.83671,-0.00158
500,46,127,Bird,1,0,127,18,18,1.0,0.9876,-0.012579,0,127,18,18,G,1.0,0.5778,-0.005773,0,25,0,25,0.83671,-0.00158
500,46,376,Horse,1,0,376,25,12,1.0,0.9143,-0.001643,0,376,25,10,G,1.0,0.5295,-0.000658,0,26,0,26,0.83671,-0.00158
500,46,396,Horse,1,0,396,2,31,0.0,0.7438,-0.006441,0,396,8,31,G,0.0,0.4719,-0.003377,0,27,0,27,0.83671,-0.00158
500,46,114,Bird,0,1,161,11,18,1.0,0.7552,-0.005434,1,161,11,18,G,1.0,0.4466,-0.002811,0,28,0,28,0.83671,-0.00158
500,46,305,Frog,0,1,166,19,5,0.0,0.8286,-0.001275,1,166,19,5,G,0.0,0.4857,-0.000709,0,29,0,29,0.83671,-0.00158
500,46,379,Horse,1,0,379,15,26,1.0,0.8849,-0.000211,0,379,17,29,G,0.0,0.541,-2.4e-05,0,30,0,30,0.83671,-0.00158
500,46,78,Automobile,1,0,78,24,10,0.0,0.8044,-0.002397,0,78,24,10,G,0.0,0.4811,-0.001159,0,31,0,31,0.83671,-0.00158
500,46,493,Truck,0,1,166,14,21,1.0,0.9722,-0.001123,1,166,20,0,G,0.0,0.3867,-0.000557,0,32,0,32,0.83671,-0.00158
500,46,389,Horse,1,0,389,9,27,1.0,0.9953,-0.004227,0,389,9,27,G,1.0,0.587,-0.00211,0,33,0,33,0.83671,-0.00158
500,46,104,Bird,0,1,230,30,23,0.0,0.7485,-0.00358,1,230,29,28,G,0.0,0.4282,-0.001906,0,34,0,34,0.83671,-0.00158
500,46,164,Cat,1,0,164,21,7,1.0,0.8892,-0.015421,0,164,21,7,G,1.0,0.5179,-0.006853,0,35,0,35,0.83671,-0.00158
500,46,440,Ship,1,0,440,31,9,1.0,0.9327,-0.00133,0,440,31,9,G,1.0,0.5456,-0.000679,0,36,0,36,0.83671,-0.00158
500,46,257,Dog,1,0,257,17,12,1.0,0.9477,-0.00087,0,257,17,12,G,1.0,0.5594,-0.00039,0,37,0,37,0.83671,-0.00158
500,46,165,Cat,0,1,411,15,7,1.0,0.9018,-0.001494,1,411,15,7,G,1.0,0.5502,-0.000834,0,38,0,38,0.83671,-0.00158
500,46,454,Truck,1,0,454,27,29,1.0,0.9636,-0.002126,0,454,27,29,G,1.0,0.5686,-0.001047,0,39,0,39,0.83671,-0.00158
500,46,44,Airplane,1,0,44,7,27,1.0,1.0,-0.000598,0,44,5,24,G,1.0,0.587,-0.00028,0,40,0,40,0.83671,-0.00158
500,46,416,Ship,1,0,416,1,16,1.0,0.8109,-0.008026,0,416,1,16,G,1.0,0.488,-0.004098,0,41,0,41,0.83671,-0.00158
500,46,198,Cat,1,0,198,12,3,0.0,0.8707,-0.000578,0,198,12,3,G,0.0,0.5156,-0.000276,0,42,0,42,0.83671,-0.00158
500,46,208,Deer,1,0,208,2,3,1.0,0.9003,-0.004494,0,208,11,31,G,0.0,0.3775,-0.001948,0,43,0,43,0.83671,-0.00158
500,46,227,Deer,1,0,227,11,12,0.0,0.8695,-0.001316,0,227,21,18,G,1.0,0.5133,-0.000462,0,44,0,44,0.83671,-0.00158
500,46,202,Deer,0,1,28,24,17,1.0,0.7853,-0.019424,1,28,24,17,G,1.0,0.4581,-0.009275,0,45,0,45,0.83671,-0.00158
500,46,415,Ship,1,0,415,20,10,1.0,0.9987,-0.002802,0,415,20,10,G,1.0,0.587,-0.001296,0,46,0,46,0.83671,-0.00158
500,46,368,Horse,1,0,368,8,18,0.0,0.8236,-0.003546,0,368,8,18,G,0.0,0.5133,-0.001789,0,47,0,47,0.83671,-0.00158
500,46,471,Truck,0,1,166,1,16,0.0,0.7518,-0.005473,1,166,1,16,G,0.0,0.4489,-0.002925,0,48,0,48,0.83671,-0.00158
500,46,435,Ship,1,0,435,23,0,1.0,0.896,-0.002393,0,435,23,0,G,1.0,0.5364,-0.001216,0,49,0,49,0.83671,-0.00158
